name,address,symbol,liquidity,volume24hChangePercent,fdv,rank,decimals,volume24hUSD,price24hChangePercent,ts,marketcap,price,logoURI
Lemon Drop Fi,3m4KEcav81t3Bp2R5LsCqbUrmzfAebbH39EHcEVopump,Lemon,24875.20208338857,,53057.37142168348,824,6,30819.34929913689,634.9892184227358,1741010403,53057.37142168348,5.305737142168348e-05,https://ipfs.io/ipfs/QmdrzYBu4v4gDoxZvc2rcY9h82xm8SvN7PYAeve3m9wPTY
DAWAE,DZSs9nHSr9BBunLNWd6PDstesJ4PBLMFVK1GbZ9urYNZ,DAWAE,67881.27461374555,-16.621919545623882,287861.97210513166,823,9,21318.25119814563,4.044372031461851,1741010403,287861.97210513166,0.0002902142620629678,https://bafkreic3cu2uiun7jttmszp67me6fziwezejbz3dj7f5ttqifpscvygduy.ipfs.nftstorage.link
Scoutly AI,GLPdQwGtjcynj3RLraenPeR9v1REnpdyuciPBpVipump,SCOUT,195917.3351796194,436.32770453641416,383989.2625003023,822,6,23176.236189379448,11.678569611559423,1741010403,383989.2625003023,0.00038950756169757965,https://ipfs.io/ipfs/QmVWd9dFNUt1wCQTMksLyQBHAthz99XLjMLJS8MqtNUBtY
We’re going to win so much,BA3AnP92pQcqBSf1NPhCvaoN2k95JYMRNZ4pp6vnpump,WINNING,14329.720670703144,15540.185909670041,11760.725816580638,821,6,85363.44216386302,55.228506918114896,1741010403,11760.725816580638,1.1775928988599751e-05,https://ipfs.io/ipfs/QmZPYUkFHvoCcdgZjN6rVa5pNgMY5DwTGFN29o2CQhNvCB
HEMP PLANE,4Ts7rQAeHfpTdmDPVrLdRyfNZJK1zF7dw9ozVU5Ypump,HEMPPLANE,6475.997850853662,69.74064177827535,6667.374575024167,820,6,27124.21005014351,32.05642658920175,1741010403,6667.374575024167,6.667509441148144e-06,https://ipfs.io/ipfs/QmU1ZSvf2hRA5SZmoGpdAjg55FMQP23K3uvA5ZKRxwhkNq
St Patrick's Day,H8RVqh36uir2jjaF4tQsRpi6zuVgrLt1UD5z7Ux5moon,STPATRICK,19185.138353318293,31.131310558232077,32954.56490715561,819,9,17059.985291571906,,1741010403,32954.56490715561,,https://cdn.dexscreener.com/cms/images/T4jKATIfl_t2i2oR
Neiro,CTg3ZgYx79zrE1MteDVkmkcGniiFrK1hJ6yiabropump,NEIRO,564784.7789421331,-26.042263680916754,962699.7200605804,818,6,29905.10103062463,16.14439667669806,1741010403,962699.7200605804,0.0009716002301385114,https://i.imgur.com/7Fxlx8x.png
A Star called Retard,4YoUEUyU2K8BsDfbck8qQCkfdDvC3Kzkxob7CTVBpump,RETARDSTAR,4704.46271892589,,4704.299306595642,817,6,37199.64062467419,2.86432875171354,1741010403,4704.299306595642,4.704299306595642e-06,https://ipfs.io/ipfs/QmPvQ1CGtfiQCZjCewLnENdXi8ziQMKR5cgHfqVUSjKcd8
Neiro,CTJf74cTo3cw8acFP1YXF3QpsQUUBGBjh2k2e8xsZ6UL,Neiro,625481.7786592887,238.03765701202298,1301429.7162111772,816,6,125855.70235051404,8.105627802487554,1741010403,1301429.7162111772,0.0013015365718650617,https://pump.mypinata.cloud/ipfs/QmWbaunQb25LtkEJLUgaXEseUviG1JdSdWB2xpcymw4zue
SolXenCat,7UN8WkBumTUCofVPXCPjNWQ6msQhzrg9tFQRP48Nmw5V,xencat,183781.4250749149,148.74861254117465,1403851.1964619427,815,6,37405.23251913944,8.903565075580856,1741010403,1403851.1964619427,0.0014039521148579244,https://pump.mypinata.cloud/ipfs/QmckMgqr2P8BtzbjxrNB3yFz4BZ9CGq2HgJnSz46Y23Tr7
MAGA,sfYDFZJguyF4YLZjje7qwwh41NRymFfZ3QXZbVm7Eyg,MAGA,75767.52287325922,178.05763261081793,116880.45709978351,814,6,26755.518195663088,24.381950457387955,1741010403,116880.45709978351,0.002525295930204771,https://bafybeidjt2xhr3mf6th63lxwmdcwwfnwgxqiwdhbf4lsnrebkwfhgq2bte.ipfs.nftstorage.link
Baby Don't Jeet Me,75BymD2GnnMWaNM6ey963qdBJx7HRLuj2TEur4Jxpump,MIKE,11330.476809393183,7044237.595608654,11710.502953698218,813,6,66978.7345749489,400.6477433597871,1741010403,11710.502953698218,1.1716032046834637e-05,https://ipfs.io/ipfs/QmZrPmUDUzxgMCoL3s7zpQUk6JFrf9EiXfEzQhc5fVKQXh
sORE,GscNubSLLbXcEkGTFvs8FbnuocZnZdcZmAN1kMGocvtm,sORE,16517.05408194051,123.52240679065858,139459.02284723142,812,11,39080.049102437675,7.89631072190393,1741010403,139425.00351032152,41.86003970419706,https://oreminepool.top/icon.png
Big Pharmai,CX9YDTED9TWgVXVoFy8JL9gSSAEWcTv4mzjLSv17LQsj,DRUGS,240486.39306103654,7.744413981922961,1974563.4224718162,811,9,26442.41257210385,8.894557918492183,1741010403,1974563.4224718162,0.0017950590702581592,https://ipfs.io/ipfs/QmUveTogKtcihwdgkGsNeMUfsUiMQnwAsRBKJo3TvebMkK
TEH EPIK DUCK,3BgwJ8b7b9hHX4sgfZ2KJhv9496CoVfsMK2YePevsBRw,EPIK,561816.4433320042,-8.720705488441064,4098393.877923426,810,6,35494.82660977106,13.410547706997736,1741010403,4098393.877923426,0.004842304837176584,https://pump.mypinata.cloud/ipfs/QmWqYXSxZGu2AzKLb91eJR9RF68UST8uqZyMj6WHJcogkL
Just a irish guy,3D4r4sznyqQcTgCQmpS4bo7AJtCcBWquvuzNtqUKpump,IRISHGUY,12663.474081086499,-51.30179001997761,12110.377482694332,809,6,10138.879870734272,39.09089846452519,1741010403,12110.377482694332,1.2117830019529222e-05,https://ipfs.io/ipfs/QmcjN1bc9e4H2jF9tzhcGDT77oRYnenTCAjmZxj4mwcwEW
SHRUMP,GCVrbnhVGfXD36asyfTAxK9o7R3ACUwiQJcTktCppump,SHRUMP,183427.6179252815,8723.69350355141,1469321.6023734931,808,6,10086.27261885613,14.85158447001693,1741010403,1469321.6023734931,0.0014694851810677302,https://ipfs.io/ipfs/QmZfx2mRYEabDtbnw45cNA9BvgT5znxSGf2ZqDd5vAYa5w
Test Top,EY4hpLn3NYWnSAMEKzjDnQvRXvB9uiMZq84U5Udwtop,TOP,64390.002772961525,-17.739636598180834,134463.29360752672,807,9,42545.14883598308,46.99401121201783,1741010403,134463.90127979213,0.00013448579614841442,https://ipfs.io/ipfs/QmQeY3AvAB2LySV96xyBRh84tWRoDrdEGJcAFeEUk1v8bo
Pawel,9xbgwwXdzJYv8sLmVCFsRSNKwzCCNQWiEhWVGNhWCNGE,Pawel,100952.8824816766,216.4961482356747,98643.53892751988,806,6,15198.561173375021,12.9257948277358,1741010403,98643.53892751988,9.864390848858644e-05,https://gateway.irys.xyz/2PDQa5S4TNahdGabFRcSijFfTWM6kuzdTnyyDb7C2fVS
Crypto Ceo Forum,iRHfye98DUotqfNFQQH5y8m1fE47FQGYTrVF7qipump,CCF,59697.352015682525,263.5330042498839,322671.518916103,805,6,624482.7944133943,207.0418975649671,1741010403,322671.518916103,0.00032278502163507694,https://ipfs.io/ipfs/QmVvKtRSp5jFn8KApqzYsGnjeacLTbaTbCVqPDUemYgoPm
CIA.COM,6Zip2rHpQaqpqKmZUzfCUDX2tGyx1GQVpZgWHuQFNCiA,CIA,189177.2138471853,-57.23536790903727,2950373.4431900266,804,9,11274.433027736917,7.370681462263497,1741010403,2950373.4431900266,0.0029503734489995325,https://ipfs.io/ipfs/QmeJ4uY2ZJFtjCennB1UmHgZh99NLLs3KsEEMaKVCaTVWw
Convo.wtf,KnrmAHo1wW2fGqVXcSZSpo6kmiKam5vNbDByrURpump,convo,169593.41631489317,107.9363891327206,876132.2012294361,803,6,42452.307368568545,4.524418655714231,1741010403,876132.2012294361,0.000876237557230442,https://ipfs.io/ipfs/QmTR1o3SaNe45NM3TTdVvhipi8PY2VVQD9ggVP51Vev2pu
Salvator Mundi,4BBjpGwLgGmUxtT82YFK9xMhcvyy3zgf3HpxTRip1YoU,Mundi,243875.80995437605,10.557340813022313,1428059.3326364718,802,6,27490.559964151005,9.601579077390866,1741010403,1428059.3326364718,0.0014283684960698804,https://pump.mypinata.cloud/ipfs/QmZByykP2mwC21SkNnGGM9uA48UGUEahpri5oD8YRupfhi
Blockbuster Video,5e41GfrQwTP74LgGt6WP9kw6xa1jQhAERCjnFKf74y52,VHS ,193282.58700066843,-56.815356433223876,1850978.0070613069,801,9,26561.996067214102,18.786745340769425,1741010403,1850978.0070613069,0.00186374513740562,https://cdn.dexscreener.com/cms/images/H2PyzV5OkSgN95Pq
It’s fucking time ,9KMnPfRTRQXASYz6p3MEm1qV6dc6xxk7agXYStFdpump,IFT,29552.978893415126,2769.0626186261734,41032.37587431259,800,6,24157.34793629763,84.87999727783173,1741010403,41032.37587431259,4.104368208146812e-05,https://ipfs.io/ipfs/QmamY52ZJZZB6d17Mj3nzboRohJAeJhRdatZGLeWHUGJoU
TIME,Gn4Jb8kg8UpnyEjgbUDktSiW8QGu8yn62JbWs911pump,TIME COIN,100718.43747897274,178.32785044976535,245594.39044524764,799,6,59970.8816991308,3.9709889660812774,1741010403,245594.39044524764,0.0002456642407582019,https://ipfs.io/ipfs/QmXp7SU4etLP4BfQyEWWmEg7rvN3XWqvdSwv99nibmFJSA
catwifbag,D8r8XTuCrUhLheWeGXSwC3G92RhASficV3YA7B2XWcLv,BAG,237692.80542331468,789.0035222640106,706819.3154455998,798,9,26294.56930675378,24.828491768571592,1741010403,706819.3154455998,0.0007079488488880402,https://bafkreia7awreq43ql7fa6y5sfpt55vweautbp56gxbqzvbbdobxwtdgdt4.ipfs.nftstorage.link
Anita AI,AnXE9mZYWReqBw4v5HrY2S2utt42uEtcBGmuCXASvRAi,ANITA,129733.35158715364,1.7443109922989328,1136698.4055983385,797,6,17339.2846935516,11.181031710763257,1741010403,1136698.4055983385,0.0011367040263750487,https://ipfs.io/ipfs/QmdDWtzyCXcAj7qkYgxjLV1PtV5nzxJcgZ19d11UTyznHm
Yakub: Creator of the White Race,7iagMTDPfNSR5zVcERT1To7A9eaQoz58dJAh42EMHcCC,YAKUB,239319.6042219987,227.55035193089444,1037659.9492688627,796,6,35791.3327222567,5.047502759936923,1741010403,1037659.9492688627,0.0010378397511430924,https://pump.mypinata.cloud/ipfs/QmNxwMz1iQ8yBDMJ5jMU9NGPsG5KuNjMcacdwhhRH4UrnY
Just Kira,HBV58vtGSRWDppXpaER3KCRU2SyH5Z9YPTF92PTwKvzq,KIRAI,69492.35829939543,1194.163579036724,567936.9789488575,795,6,22477.83603072854,83.34950873764654,1741010403,567936.9789488575,0.0005679384395673461,https://gateway.irys.xyz/4mzsoST5oW9YqeUxqQgFhVHCKCntQGsC56KS7ijVS2tC
FUCK TRUMP,FNi6HpM1dk8y5wo6sxK3S85dLJEd1zYH1jgyCPVApump,DENIRO,17590.64229416914,,35911.044675083795,794,6,26360.111325152946,649.7871069078609,1741010403,35911.044675083795,3.59110446750838e-05,https://ipfs.io/ipfs/QmXdZXPS6aePrcoYacQVh4bbwiW49qpwqJf8w3xxqowJvg
Venture Mind AI,4JFcUJ1HfFKz2F8thdu2frk558EjrLvKEmeMq1ZM2xBP,VNTR,193560.2663793838,399.85995077727796,4435402.173911615,793,9,90299.85827723253,20.462034283962772,1741010403,4435402.173911615,0.008870856723299859,https://arweave.net/r_DeCSiHrfqUtuli7G0QDqm9GNzCCPP8AbGm4Ks0kow
SUPER MMIT,A3vBwL3Pd6nkBqVo87D6TLWYG4ekWuDeqCoLFeyvRMcb,SMMIT,45174.19983108866,120.68526592342587,210818423.01915157,792,5,12124.300973742964,-2.4345131436493563,1741010403,210818423.01915157,0.0001003897261105956,https://msummit.io/resources/smmit_logo.jfif
Money For Criminals,3m8CHwfJ3TYaULkbi2uK2HdX2LNQdYgNm9UYKPBopump,MFC,240004.1718859345,-1.3889818509085603,2429301.744617327,791,6,241332.455511617,19.01709735052845,1741010403,2429301.744617327,0.0024293085128013633,https://pump.mypinata.cloud/ipfs/QmZtBw3vNhPqbanuM8Meq5gZaSwBHRz8Rr7c84juRBF5US
soulja coin,G3ukjeHBrDJ1zUFr6KandnW4bPcjmvK3qL2uATRb3F63,sboy,68099.26166670048,1022.9301392812993,126428.9497465652,790,6,65679.19039105758,0.12958472278483008,1741010403,126428.9497465652,0.00014424409127811622,https://pump.mypinata.cloud/ipfs/QmaLWmZgBvf2vhM2HCooXPNfJ6HdKgKGyB681pEncQHFzD
blinkdotfun,b1nkm6skdrwXoMku8CVx8Fk4LfC2jAqxV3m9VDNjYqz,BLINK,244984.9129099166,176.34372814226055,783507.3215546088,789,6,32804.16375909534,15.69260430694873,1741010403,783507.3215546088,0.0007838225203179455,https://pump.mypinata.cloud/ipfs/QmdD77NMuUJ1qor37eUp3CXwLfoPQTGb9pMpfsBjgrVgwt
Now I Gotta Giga Ape,7TM7nzyhef5WJfsSjFFuoU2KnP3cocBcXpY1VP8jpump,NIGGA,224598.1746456226,285.26335746022943,1755415.9783266725,788,6,75367.9205793484,25.235605691573596,1741010403,1755415.9783266725,0.0017557907334187779,https://ipfs.io/ipfs/QmUosKmHX3NvgoVqTkZ3dN8u4wzmz5n8hCnge2wS8EuPRh
mcdonalds mascot,GGWxNfGgUUjWcdjtPoq6dYzKyC1aA7ZiAYhqr2ELb1gH,cowpoke,5669.5809176905195,350360.1590116657,2879.316130476965,787,6,35911.82700978488,17.92337495954419,1741010403,2879.316130476965,2.8793230771051327e-06,https://metadata.pumployer.fun/data/e45ab107-fc1a-4701-ad4a-e40a5b812a23
CAMI,DWYNRC2FFBRFAuifHYmyDG6427sBqjKS1NBsdnfpLUL9,CAMI,45397.172985378435,-0.9594424629197967,722518.7153355057,786,6,4970.451209290593,16.707666991379394,1741010403,722518.7153355057,0.000722523461250713,https://copper-subjective-canid-574.mypinata.cloud/ipfs/QmVg68DQQ9kdtMbTsiRzgkzVsTqFLhZFAEn3m2L27LL44a
TRUMP never dies,DvTozuQ1gtobX6fXSDQLGR4J69fdvohKCNwEyZ9Kpump,JUMP,30682.437907501633,885.754631461105,42821.036312619144,785,6,76793.42260684667,79.23827741951524,1741010403,42821.036312619144,4.284181594415799e-05,https://pump.mypinata.cloud/ipfs/QmWBchiTyPQHJH1g2a6PyASzcfgwfiZPcf6Dmotk2if9wY
Quantum Fart Entanglement,DECqp3qgUAarXoP2FssBnFXPsqtLhc5Y9UuvjxWMpump,QFE,52801.16162077378,25.967749154051027,66631.03420975659,784,6,21271.882091886524,6.741085115902189,1741010403,66631.03420975659,6.665772110047054e-05,https://ipfs.io/ipfs/QmbJi9ekwi8WQSA59LquzCNjXLSUZumjh1KhkMwEaUnbRU
Whales Market,GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,WHALES,462294.1199110716,48.26558807133224,7047240.183609483,783,6,48626.9191244752,12.024676386043847,1741010403,7047240.183609483,0.07215208528125981,https://nftstorage.link/ipfs/bafkreic6gboxk4nlhhzzuoqakj55s23y37qzwb7yzykczfxbwj7kafy75i
Meme Anarchic Numismatic Asset,Bw5K8eZaf361uDLHgX2UUn1PNfC7XtgQVvY9sSappump,MANA,168447.87135289074,157.67049661996455,403937.51218431705,782,6,44209.92981367005,9.100138911323521,1741010403,403937.51218431705,0.00040403124636169765,https://ipfs.io/ipfs/Qmbv2XWd4BixsycUZYvyCiUz3DTLc8XYTPzWRDLMKzkouP
OFFICIAL RAY LEWIS,CqGMgsUDbj1XnKe45FbzZLd64MivoKPSgnZQJb3emoon,FIT,152438.33163147088,97.35351498239376,978250.3454542656,781,9,45670.550329241545,8.507552237859445,1741010403,978250.3454542656,0.0009865037072243892,https://cdn.dexscreener.com/cms/images/Af2EZsKt8hO5qYf4
Capt’n Trench,2umQqRyexgfHcndkULDKStmJJ8xgDz7oBL3EfDJNmoon,CPT,48810.3086484139,131.85021083864706,195448.47972696827,780,9,47949.943231535195,38.1251881638531,1741010404,195448.47972696827,0.00019693703598392477,https://cdn.dexscreener.com/cms/images/4A7CQDqMbg3o-Jgp
Bitcoin Pepe,8ngbrufi2xKpngSLSvmUjd4ZXsqiDRB2nxhp6fFbzkLU,BPEP,53140327.65193084,,56761923.0648451,779,6,215008.63871793548,1.2384202634292005,1741010404,56761923.0648451,0.027029487173735763,https://ipfs.io/ipfs/QmXF54pFoST7Sc7MqN2ZoRhKXLdq3Zq5t3G8ejVvjUKXrw
Real Grok Voice,DF2PUbf6YvM2PEnLXtJG39HEXfDDUaECSdDvpkFfpump,REX,25684.629055589674,-44.16117340707502,51733.399566288885,778,6,24715.453245541743,19.03498343314822,1741010404,51733.399566288885,5.173615700097071e-05,https://ipfs.io/ipfs/QmQuQE78bpAjqbvBigoWpmYBpcH5uznbJMK2wRcDyHsNu4
Clonecoin,CLCoa9XMGSqhh6Ao39nGeV6NxhgvayqKWf6xNQFoRuRP,CLC,121262.0406117848,69.3848050624175,85264.6396072899,777,6,8733.522363126833,5.678170867376018,1741010404,85264.6396072899,0.21316376792599007,https://arweave.net/_1ZZENthfcVsiOnhauDfNJ1BoKGw-rvLLTxBX5SR7dI?ext=png
Simon's Cat,3joMReCCSESngJEpFLoKR2dNcChjSRCDtybQet5uSpse,CAT,689567.730330599,831.5149713404306,848215.9140182029,776,6,102032.88656847688,-0.13406654200171997,1741010404,848215.9140182029,9.888080571040637e-06,https://ipfs.io/ipfs/QmUDeNDuacgt5SK4fVAqG72NbkBr8BULk7BZjfnKpDdyFF
Real AIOS Foundation,5QS7RcHfGUa2ZtrovPvEJMB9coqroiT7H48dPSwFpump,AIOS,508257.63953912776,391.37730817252447,1435075.5424722706,775,6,162724.0765059623,9.031284767168408,1741010404,1435075.5424722706,0.004299380901712304,https://ipfs.io/ipfs/QmX1Ed8oxjL2DxUxAqU3mM7iHa1xGmFwkKCZgWBQZ6LUwr
Billion Dollar Cat Rune,BDCs2xEqzXyRpp9P6uPDnAvERpLKBfzHPEzbe3BfCxDY,BDC,279234.15607931674,165.77148786874716,16815162.193461332,774,9,50728.77923145153,35.93570257516883,1741010404,16815162.193461332,0.01681516232348343,https://gateway.irys.xyz/w94NX6IXE04HouWezdo3Immorhv-wAWgtdTaLmOn2PE
smol bobo,A4af5bQA5vNAukKw6uMrTNH9MF4z5d6e4AB7rrLcpump,bob,36766.504310680175,149.95181133401888,78793.3293801333,773,6,15768.69864900751,3.9422998216983367,1741010404,78793.3293801333,7.880174721033022e-05,https://ipfs.io/ipfs/QmQwMypuFU5bFWz32KQfFXzfHxrJgKPZzFLSPsGTB3U1bH
Breadheads ,BQDMYwgnWr9UBcUCvLX67yXriTVe1bkPEiTQ1TzKpump,$Crumbs,89379.27564359171,44.517479739709096,467347.78497415147,772,6,89301.38842319453,7.784000372456086,1741010404,467347.78497415147,0.0004673553905811734,https://pump.mypinata.cloud/ipfs/Qme58RhfksrihsZ8XfaizNMhukV1vcLsvXdy1Vv1TKLNTg
Just A Minecraft Guy,9CF9YAXdVPBATTzU7qamKqCvCeMo5GE1PgWsRAXApump,Mineguy,9031.96143121506,,9226.714179746376,771,6,15565.600766399792,89.67458026615785,1741010404,9226.714179746376,9.226729595841437e-06,https://ipfs.io/ipfs/QmcJJM4EEJKB9cnMcMke3eCsSnUDnqgurqx5RyfuLCU6tk
Only A Million ,ALSHzSP363jtG3JrpA4o6XWNaQyp3p6pPpV2zuEMUwbB,Suvarna,23620.54121036162,56.79978690379542,34432356.08818255,770,6,5447.443683457304,34.855604334908435,1741010404,34432356.08818255,34.43235616899529,https://ipfs.io/ipfs/Qmdw3Cub9HfqLGFFxA1etNysM8GX3rmp8r9RDUrbpsRNpk
Erik Solis DAD,929bgJBQLfHQjBL1W9KeuZM9Dei15br4pSWBSB76pump,ESD,13996.471352779816,43847.50910902014,17314.739520865223,769,6,145360.6928402866,609.5396786519788,1741010404,17314.739520865223,1.731616398154396e-05,https://ipfs.io/ipfs/QmNcPkcMGrvk1Kf8JDdoCJoZAAVDZrCY2qDp1VmsRfiZmD
#1 japanese baby lion on tiktok,He3osiPvoj8iUA3ScZj6W5Ery8fZEZydCVjSuqY7pump,kimba,4962.481318058093,,4964.1607661202925,768,6,26366.088754070166,8.820947162032155,1741010404,4964.1607661202925,4.964614460064381e-06,https://ipfs.io/ipfs/QmezQxp9X1hVQocCaqswbWH6vXnGx2ngZa4oTSeEprPuvX
PeiPei,H4PDo8ngWwC4quPTRWfTr2HorUQ2Ep4G3JVeJHMfkZAT,PEIPEI,166418.87517220996,-1.1877738223324228,785946.3960811164,767,6,15404.223787050305,19.75205289597728,1741010404,785946.3960811164,1.9429940902713756e-06,https://gateway.irys.xyz/RSF-ca36r-rw2Y5wqvWtwv7mT2gTiu5BrZzV1Fv37xs
EnKryptedAI,Kruj63Qx9EQX9QzukLCBgx5g9AGW69gPDsSK25FRZAi,KRAI,238171.8344717217,-52.061502073984286,12519606.921830066,766,6,21204.413815973865,17.50344572614314,1741010404,12519606.921830066,0.012517103510867513,https://ipfs.io/ipfs/QmeR75gX8kuwbFzLzj2GBDLNbZjpS4ezsV1zjyCP4uw7F7
daoSOL Token,GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh,daoSOL,232085.91489168935,609.8494724842631,145728.3446994818,765,9,15632.430625952988,17.04264550029789,1741010404,145773.06219989463,187.8271982434632,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/GEJpt3Wjmr628FqXxTgxMce1pLntcPV4uFi8ksxMyPQh/logo.png
TrenchBuddy,GACpABn18xqiSJbD9ZEyArJDT9RHRMUut5nK9Z9Spump,TRENCH,213753.35633805805,172.63927611336726,1517345.9499820278,764,6,57686.88531939332,27.086430982093976,1741010404,1517345.9499820278,0.0015190801181208713,https://ipfs.io/ipfs/Qmdv7uu3MX2EGTxUBh2fyAcvm23P9okEwf25GmmmmtVDGM
Melon Dog,7DGJnYfJrYiP5CKBx6wpbu8F5Ya1swdFoesuCrAKCzZc,MELON,176353.4811610874,1389.8171255223956,611466.0029544631,763,6,20340.90428168187,48.43255146978275,1741010404,611466.0029544631,0.0015005832294738644,https://arweave.net/5VQtSLt9kwn-FlP4ulK9DjuowQZnLm2zarHqda2MhPI
Gari,CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks,GARI,112875.00662924175,41.121639397161225,4500825.66175972,762,9,47679.49300790699,4.25031761432627,1741010404,4500825.66175972,0.00462839436703634,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks/logo.png
BUILD,AuLFCTA8V8katsgpkFsezQtkHodJby5M4KB2VryTpump,BUILD,154173.7369819546,103.32690770514643,380987.4444903498,761,6,38921.79364365594,12.289835321365526,1741010404,380987.4444903498,0.00038099438178017616,https://ipfs.io/ipfs/QmYkMhtcbW7hvVjKDNnUg56zPrjrrdjNpk47fu6829xArc
Boba Oppa,bobaM3u8QmqZhY1HwAtnvze9DLXvkgKYk3td3t8MLva,BOBAOPPA,1112931.7216356464,343.9756938642593,10365726.8809678,760,6,90808.69537523277,16.562608733021463,1741010404,10365726.8809678,0.000518292237942255,https://bafkreicrn3j6ausiwrw66jg22xxbrkypcgkjkux6xeaacw2wcxtj6t3lji.ipfs.nftstorage.link
Digital Gold,2avQUkvRYbroFR8HMowqsLLosS2xrqKj9HMcikTLpump,Gold,24345.84747008282,2454827.6796738207,22860.432245360116,759,6,95658.92058646196,40.51386128975274,1741010404,22860.432245360116,2.2894843703276966e-05,https://ipfs.io/ipfs/QmWHzKBzNpBTb4qbEkuhxJwcJKeYEQCK3BGexyc4XSTZED
dogwifscarf,ELdqGtj2MhejZzudGfz7b798si2Av5Asuw9ryEQSpump,SCARF,87711.75184427097,363.37611669397836,193709.39967535742,758,6,63710.85289135671,11.974666564726764,1741010404,193709.39967535742,0.00019376659543269604,https://ipfs.io/ipfs/QmVLAqRdCeXU2mCeAuJgXXQBQrwgUtgA8VrELtDrS8ByTF
Xavier: Renegade Angel,69G8CpUVZAxbPMiEBrfCCCH445NwFxH6PzVL693Xpump,xavier,285299.410600785,20.228882847130155,3022853.821327467,757,6,119986.45931863616,1.2584102013830423,1741010404,3022853.821327467,0.003023177048316022,https://ipfs.io/ipfs/QmebA1sjK6DqbBByZZCKMfNRoLCKMKxSEzFWTTHSCtoMKy
PEPECAT,CRAMvzDsSpXYsFpcoDr6vFLJMBeftez1E7277xwPpump,PEPECAT,291870.7847226099,-19.70912174767937,2318026.461440542,756,6,249803.2607207604,14.911925016695228,1741010404,2318026.461440542,0.0023415833688723168,https://gateway.irys.xyz/7jQGuq2qUI27A4Ba5DaDDx0MCjIHL8SZI2dsGK0a_ss
JailbreakMe,8cNmp9T2CMQRNZhNRoeSvr57LDf1kbZ42SvgsSWfpump,JAIL,310290.992434876,-16.896754516931473,1275652.5855287814,755,6,44506.28960499347,14.908231850727168,1741010404,1275652.5855287814,0.0012757006766931395,https://ipfs.io/ipfs/QmRAJrX7cLt8acLSvpGRp9vxfnZRHbzAmQZphygj4K9wUd
Rhodesia ,6rUT1GmuuTr6pK8bW3hb9SZDVyDd9GfRTaAe8VV8pump,RHD,100385.99585039272,2204.198035688915,664233.4758867125,754,6,133459.23234073797,102.1190057080135,1741010404,664233.4758867125,0.0006887847343334348,https://pump.mypinata.cloud/ipfs/QmfAjbhXPYdXdcpBoDMjUgLrE4N675i6z8aFPzDyXcU48t
Wrapped AVAX (Wormhole),KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE,WAVAX,112006.98412215264,517.3411278138989,291091.15425262786,753,8,47679.518478149716,9.4546724989156,1741010404,291091.15425262786,24.029052436385108,https://raw.githubusercontent.com/solana-labs/token-list/main/assets/mainnet/KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE/logo.png
PTARDIO,GphdADhR6QQ7ADM8W3nAk2Aa5YdvFuvjQQJjUBwtBXxk,PTARDIO,91643.56242891545,423.90360285439294,521555.10045304784,752,6,73264.73170406478,41.51573783021879,1741010404,521555.10045304784,0.0005336246240162205,https://pump.mypinata.cloud/ipfs/QmRQu4vttPreJgR3XQhj6qVfsLyDowcKj6hPXPsTMDtBTj
Kitten Haimer,3TWgDvYBL2YPET2LxnWAwsMeoA8aL4DutNuwat2pKCjC,KHAI,264753.706927554,91.86556088836909,2611815.387004489,751,8,56527.99920322803,7.156269685416037,1741010404,2611815.387004489,0.0483689622326855,https://bafkreihkv72pvkaaboxl5rc7g7r5jihqjycdy4cbrap25ilfvvlgefhca4.ipfs.nftstorage.link
SINGULARRY,HwKE9CPg9Z9WzAeQSj6jeLBizK7LJs5m6LTVx6pLpump,SINGULARRY,321118.2383230445,345.77046817389953,5242416.478123405,750,6,116304.97247906617,14.204829867662069,1741010404,5242416.478123405,0.005242994552928739,https://ipfs.io/ipfs/QmXfh8Sq2XpGDseU1JAHBQKnnQU2nYXqhPpRUtJVPMugR3
Magic Solana Money,7QejGvabqShHzjEhqZZb5Q9UUhdAAXLcuzvHrF8Pw5Mv,MSM,5693.4959527321225,,3332.893255172207,749,6,96404.9426593408,30.581682710927545,1741010404,3335.0016333707176,3.3350016333707177e-06,https://gateway.irys.xyz/5KxTDku4e7Of046MXUrGTQOhu6vWqUiQ5zzbZ-PoFdk
General Impressions,Dzox5Ytp6ZU54h3uutcp4MXw3ZnBxR21H5Zx4r4qpump,GEN,214301.36071038936,-20.553720334025385,3552614.749336663,748,6,41777.93722394174,23.102933358155394,1741010404,3552614.749336663,0.00355261572945853,https://ipfs.io/ipfs/QmceUAM9v13dQkgnCcxPebEZmfjMQWMiLLBStP6NX5vMuf
