volume24hUSD,ts,fdv,volume24hChangePercent,price,address,marketcap,rank,logoURI,price24hChangePercent,symbol,liquidity,name,decimals
4895.426130885782,1739982831,15916.117970386738,245.85364589155253,1.59247984484358e-05,2Jmz9nh8fA9bHeWTSNfNCfn4Mx7wSU1LeAw5v8DJpump,15916.117970386738,1000,https://ipfs.io/ipfs/QmdqQpeB1NBghKjxYXiBnosmSVMHNbAgYgnEL61uQG64BE,33.05366524164931,Broccoli,17779.844587728618,Broccoli,6
35797.615147652294,1739982831,14572076.115369864,-42.19515396180413,0.14572093718910697,W2bAuFf2Xeb7ZNpJTywFSaCs5jYkaLYtBMR53SzVXUo,14572076.115369864,999,https://wrigebzzzdu5upgtnldr2wgosdckwbucqbrjfy35cvj7eiqqyjvq.arweave.net/tFBiBznI6do802rHHVjOkMSrBoKAYpLjfRVT8iIQwms,8.086619332271558,STOP,101139.1124258803,LETSTOP,9
541.6141707863317,1739982831,35972.15343749367,-74.43293066573625,6.483454081658452e-05,9tzZzEHsKnwFL1A3DyFJwj36KnZj3gZ7g4srWp9YTEoh,35972.15343749367,998,https://raw.githubusercontent.com/ARBProtocol/arbprotocol/main/IMG_3600.png,4.922216411575123,ARB,5460.7694790611495,ARB Protocol,6
74623.92696755868,1739982831,6372.238937599594,-59.67975200622926,6.374785883551192e-06,7CfjNz6ms5ZfhgAb8pNAkUTarWYHeuzEJTKEa2PQpump,6372.238937599594,997,https://ipfs.io/ipfs/QmNkkD3gCDiLnAT1gZMYRgQdeYTL9aQGAdSNdGgXkrqT4v,16.26319132181881,Ledger,6252.774892318002,Ledger,6
14838.590781593233,1739982831,575946.3565336714,5.287508888089397,0.000577080317379238,D4G7rpcQBF5oVQwBzoDwHPiweJ5RYvuEVGdxqmPApump,575946.3565336714,996,https://ipfs.io/ipfs/QmZC1vvBUayRkqWWjXBZ3Pg6cSDETgAnDrAPB4Yyb3Bz27,13.356179854606781,AIT,122747.944757907,AI Trader Agent,6
865.2439321746533,1739982831,88500.25083940905,1.461276005560513,8.850217718508918e-05,BQgBNEnu3hXq3UWmvzu694ctLhbb36nnyU3SHBpKMaXn,88500.25083940905,995,https://ipfs.io/ipfs/QmcTwXnfvYBpWxRM3B5qmnbgmSzkaK517ZnQgx2BD7MGe7,2.0284024472014996,USAL,51906.01739229799,Uncle Sal,9
36843.76635356636,1739982831,245475.94497239697,143.19637968007066,0.0002455099880062563,M5MFPbS4X6eYek21xhFU38DTavMLuGY9eyC5p8Tpump,245475.94497239697,994,https://ipfs.io/ipfs/Qmf4M1HDnp69aArNnLAn14Xy8N4b7nSdv6Xn9auYW7dRcq,1.6376665992042303,ZACHXBT,98415.95386683624,Justice for Zachxbt,6
10415.889440054887,1739982831,29285.866456713138,5.095420718891294,3.0165894727680905e-05,8aVPsJpyPBpi5ZpBCygGbBAk8JRaEiYHL9eMqkCqpump,29285.866456713138,993,https://ipfs.io/ipfs/QmeajGrrmFgto64ShAazj9m2qukggVK6xZbB7GkFpCh2PQ,-6.331044589107634,Fumbler,24615.544919328004,my twitter dave,6
13241.380033355497,1739982831,2057468.62782917,-49.74862900725179,0.002663029291929125,9dLuVbJMd4ZpTpFgmaFHAGSsFwVjtcnzFWaLAA1expHg,2057468.62782917,992,https://pump.mypinata.cloud/ipfs/QmbG7449yCDTYfw8b4WyYkNaQcmUwSoJoSAM1sGuJkJCo2,2.9359766933811153,HEEHEE,253635.13440238827,HeeeHeee,6
24227.649215338784,1739982831,2621132.616816107,-11.612391415292441,1.4560567921499888e-08,D4985oNS95Ajjz4VvrSxXKpx9VrTQNA1XufhJA18pXPS,2621132.616816107,991,https://img.space-pi.com/SpacePiLogo.png,2.0361350810536827,SpacePi,33450.12811607607,SpacePi Token,5
