marketcap,price24hChangePercent,name,logoURI,symbol,volume24hChangePercent,fdv,price,ts,decimals,volume24hUSD,liquidity,address,rank
70091.36172258292,30.250296042690632,0xdesigner's minutes,https://d1jed1sess45wk.cloudfront.net/profile-pictures/0xdesigner.png,0xdesigner,90.86262373074764,70091.36172258292,0.7009399308683134,1740837601,6,75110.05939541299,48969.01627743076,STGFaKM7zN9gweEMXfKnW7i8Xum9UkuszzFYgGbtime,1000
5674743.130864484,2.627623827299825,KOALA AI,https://bafkreiclwey3of4ceeskastusikjw73ybmtddrvsky5jxaspusaxjhtyuy.ipfs.nftstorage.link,KOKO,-7.56267663186085,5674743.130864484,5.705037194957382e-07,1740837601,6,16867.60501966354,274526.04777099495,FsA54yL49WKs7rWoGv9sUcbSGWCWV756jTD349e6H2yW,999
5465.54599646701,2.083599514864809,is The Highest Paid Nutritionist,https://ipfs.io/ipfs/Qmbh5hSs1ZhaBTRhnB79mANBd92ZkiG6M9JCviiE4rQsUy,MYDAD,,5465.54599646701,5.465545996527661e-06,1740837601,6,3508.780337251298,5333.677413909438,GkDmF7ASyMYY2oyz2gM7mx24VGtoCkBDLf6yf2Xmpump,998
1183308.856154741,3.5933095410264366,OCCUPY MARS,https://bafkreicglpocxxh7xpizm3c45ztxb4jcwafts4cn5ncxytkcgdlv2fip2a.ipfs.nftstorage.link,MARS,55.12423673941203,1183308.856154741,0.001733121569109556,1740837601,9,32388.268829975823,136345.4993624348,GCzFp2JCc5nkPjsHjXnVPXD3dGDaUx33xHv9ezrUo7bv,997
560877.3991038955,0.6210006948666079,New Born Rhino,https://ipfs.io/ipfs/QmQoT5MfNZaRoeRY9xGSiLeCDSJn852WycwcNc8bt5sTvG,LAKKHI,21.36755581490215,560877.3991038955,0.0005608911533179648,1740837601,6,39393.9600860598,85817.4961750139,97WQm8aUu2gprFzEYfGmdJ7wcF4NSDPgvn3hvbDHpump,996
5556.629196065719,17.212798908281457,TO THE MOON,https://ipfs.io/ipfs/QmQTjvuMW5rdBS59HscRAffAYKKJWEvQhrcenZ2QkkucJz,MOON,,5556.629196045271,5.5566291960657195e-06,1740837601,6,5352.148587880304,5382.549842256655,8A83CCfbjctc7C7CLtWV7G2pWDivUoEGrbRfbKJPpump,995
2545331.542301964,-1.7274580464492677,Yokai Rumble,https://arweave.net/4huPEEHlCwqKpgS9vXWP8E6kl7HarbQlcVPNx5VT58w?ext=png,YOK,2.0478494968021,2545331.542301964,0.00023139418992735718,1740837601,9,70775.33853893008,191807.38019186805,GEBGtN9hU2HAXssKQuMnjTwBqe6tjiWoW5dnCwcd9mgb,994
3895.168140400343,-6.996322699981762,Zentry World,https://ipfs.io/ipfs/QmbrFHaSVFSqySusZtkAeMcSw6aXD1QWJxhpGJzg9XCqQC,Zentry,,3895.168140400343,3.895168140400343e-06,1740837601,6,13854.668686970343,3895.288257565689,EuM22DH3rJYRBzebhGxWeEVkNUUh1DXhSfK9NTjCsbvH,993
11035283.287200572,-3.5295315369197313,Billion Dollar Cat Rune,https://gateway.irys.xyz/w94NX6IXE04HouWezdo3Immorhv-wAWgtdTaLmOn2PE,BDC,-60.21288529268417,11035283.287200572,0.011035283372530147,1740837601,9,18351.526762288566,198774.3037194822,BDCs2xEqzXyRpp9P6uPDnAvERpLKBfzHPEzbe3BfCxDY,992
538146.7419913572,4.154159151193423,SCOTT WU,https://pump.mypinata.cloud/ipfs/QmWahTWTpUKTfsx7cBYM3QS1upQq3jXeVxMr1EGfmCqhtj,DEVIN,-40.98236087512463,538146.7419913572,0.0005381777987921016,1740837601,6,6612.81825917282,246676.2985152063,7gbEP2TAy5wM3TmMp5utCrRvdJ3FFqYjgN5KDpXiWPmo,991
