Date,Dex,symbol,TokenAddress,count,lowPrice,highPrice,medianPrice,lowAmount,highAmount,medianAmount,volume
2025-01-06 00:00:00,pump,SOL,11111111111111111111111111111111,1567063,0,0,0,0.022411696901293948,520.8663962092209,4.393417368211578,128084613.74897367
2025-01-06 00:00:00,pump,bert,91zQkHTnnFdfVn5FKJLU2gc83VSDp4ad3V7vu1E7pump,3,6.537385927784722e-06,6.740761632096737e-06,6.644545934823001e-06,0,0,0,0
2025-01-06 00:00:00,pump,HAWK,HrpR8d79ryDuErE6ZcAqeNebesuoiDCbGk21KDR6pump,10,6.129820555551759e-06,7.712618800864138e-06,6.385865560830981e-06,0,0,0,0
2025-01-06 00:00:00,pump,WOODS,86KuPn4vEwBMrdZrBmihLQTygLYhNs5gKvjF8ADppump,1,6.1717894807023e-06,6.1717894807023e-06,6.1717894807023e-06,0,0,0,0
2025-01-06 00:00:00,pump,Slnky,7sna5sJVnBGYbms7TgAfddV9mck1yhK2JBEp6ZvRepY6,2,6.306922035500322e-06,6.3303262120615335e-06,6.318624123780927e-06,0,0,0,0
2025-01-06 00:00:00,pump,AINARE,Gp1GoieLiAY4ZJLVKfswCa4ZZZLgQZ4Dzu8KuUf4Ejze,4,6.346210143714705e-06,1.589522331620428e-05,9.958943087464615e-06,0,0,0,0
2025-01-06 00:00:00,pump,OWING,41ZqEVLBU7HYQ5538Z1AhNxWS3WWD17zEdN9EBM4pump,6,6.088093641114557e-06,7.5265697301487375e-06,6.768940877869732e-06,0,0,0,0
2025-01-06 00:00:00,pump,GENIE,iti3Sx2sXUJ3fFMQN3cxxZqPihWzQctNRqKXpr5pump,55,6.913888174832931e-06,8.45632453086735e-06,7.2211707077134865e-06,0,0,0,0
2025-01-06 00:00:00,pump,GWOATO,DNR4vC41tkosEPnSpigipLyHfzTwWSYQZ82GGcMZpump,4,6.362868931340264e-06,6.8747413966424595e-06,6.625473770601451e-06,0,0,0,0
2025-01-06 00:00:00,pump,drunkelf,6JPS1QpfwEcPoKMWiD55xdyXQWJKwmUsxXiotJ7Mpump,12,5.975787026297463e-06,6.259520808456307e-06,6.062011208624456e-06,0,0,0,0
2025-01-06 00:00:00,pump,ONE,3tSLrtLNiufLZkkj3V5s8RwLHoj4q1CT8thMyafEpump,1,6.173849172364152e-06,6.173849172364152e-06,6.173849172364152e-06,0,0,0,0
2025-01-06 00:00:00,pump,BLANK,9E6PfjKH7TcJ6T75FN5h1HRNnUVhTT6vNsudauyWCxza,1,2.8030255754055484e-05,2.8030255754055484e-05,2.8030255754055484e-05,0,0,0,0
2025-01-06 00:00:00,pump,VEXBOLT,F3pJj3rdmp7oNSD4pcAyDrtJ22twLpMJsU9DxHQipump,10,6.067052680436319e-06,6.317845098596104e-06,6.175830246149764e-06,0,0,0,0
2025-01-06 00:00:00,pump,CIA,BjoiYh1hawWVEDszM6dvCa7WeJBSDtDydze4XcRKpump,31,6.042573403473841e-06,6.744835644204709e-06,6.565980549079939e-06,0,0,0,0
2025-01-06 00:00:00,pump,ROTH,4H4Gz6emx8ffNFzquaTYQwAyP4Fb7xMVPhCZ3EiUro2a,1,6.027338959076388e-06,6.027338959076388e-06,6.027338959076388e-06,0,0,0,0
2025-01-06 00:00:00,pump,goop,6wRTc6wzGUkhdF9BdH5MqMGvaPq45kWv8nTHoLmopump,18,6.005564516563328e-06,6.0961568864692925e-06,6.04052160717839e-06,0,0,0,0
